1990,1,1,5160101.4
1990,1,2,5638829.72
1990,1,3,6555589.97
1990,1,4,9663567.52
1990,1,5,9883567.43
1990,1,6,21010779.43
1990,1,7,36667452.33
1990,1,8,65502628.94
1990,1,9,110893942
1990,1,10,174756056.5
1990,1,11,24896230.1
1990,1,12,30208618.5
1991,1,1,638.9728653
1991,1,2,872.5406653
1991,1,3,668.42
1991,1,4,773.56
1991,1,5,661.54
1991,1,6,647.1
1991,1,7,650.15
1991,1,8,636.39
1991,1,9,642.15
1991,1,10,674.38
1991,1,11,712.43
1991,1,12,704.47
1992,1,1,731.1
1992,1,2,721
1992,1,3,724.8
1992,1,4,724.9
1992,1,5,744.7
1992,1,6,736.3
1992,1,7,719.7
1992,1,8,714.5
1992,1,9,713.6
1992,1,10,749.9
1992,1,11,785.5
1992,1,12,771.3
1993,1,1,829.8
1993,1,2,842.8
1993,1,3,823.9
1993,1,4,827.2
1993,1,5,860.1
1993,1,6,888.1
1993,1,7,928.5
1993,1,8,921.7
1993,1,9,918
1993,1,10,948.9
1993,1,11,936.7
1993,1,12,914.3
1994,1,1,913.4
1994,1,2,921.8
1994,1,3,923.8
1994,1,4,934.6
1994,1,5,946
1994,1,6,962.7
1994,1,7,959.1
1994,1,8,974.7
1994,1,9,998.8
1994,1,10,1027
1994,1,11,1054.9
1994,1,12,1030.6
1995,1,1,1039.7
1995,1,2,1039.6
1995,1,3,1036.1
1995,1,4,1037.2
1995,1,5,1041.1
1995,1,6,1061.5
1995,1,7,1082.1
1995,1,8,1060.3
1995,1,9,1085.4
1995,1,10,1132.8
1995,1,11,1181.4
1995,1,12,1149.5
1996,1,1,1155.4
1996,1,2,1155.5
1996,1,3,1166.2
1996,1,4,1169.9
1996,1,5,1209.3
1996,1,6,1221.7
1996,1,7,1251.5
1996,1,8,1233.9
1996,1,9,1249
1996,1,10,1292.7
1996,1,11,1294.8
1996,1,12,1307.2
1997,1,1,1300.3
1997,1,2,1356.7
1997,1,3,1381.1
1997,1,4,1375.3
1997,1,5,1376.7
1997,1,6,1410.8
1997,1,7,1432.5
1997,1,8,1414.6
1997,1,9,1413.6
1997,1,10,1422.9
1997,1,11,1472.6
1997,1,12,1476.9
1998,1,1,1482.6
1998,1,2,1506.6
1998,1,3,1535.6
1998,1,4,1563.9
1998,1,5,1586.1
1998,1,6,1620.1
1998,1,7,1583.7
1998,1,8,1554.7
1998,1,9,1546.9
1998,1,10,1567.2
1998,1,11,1695.3
1998,1,12,1696
1999,1,1,1680.7
1999,1,2,1666
1999,1,3,1619.4
1999,1,4,1615.7
1999,1,5,1637.3
1999,1,6,1646.7
1999,1,7,1666.8
1999,1,8,1691.8
1999,1,9,1738.7
1999,1,10,1773.8
1999,1,11,1796.1
1999,1,12,1796
2000,1,1,1792.9
2000,1,2,1800.7
2000,1,3,1823.9
2000,1,4,1845.4
2000,1,5,1848.2
2000,1,6,1843.9
2000,1,7,1835.4
2000,1,8,1841
2000,1,9,1858.9
2000,1,10,1891.6
2000,1,11,1911.3
2000,1,12,1935.1
2001,1,1,1953.5
2001,1,2,1955
2001,1,3,1947.8
2001,1,4,1946.2
2001,1,5,1986.1
2001,1,6,1983.6
2001,1,7,1978.7
2001,1,8,1982.6
2001,1,9,1976.3
2001,1,10,2007
2001,1,11,2033.7
2001,1,12,2011.4
2002,1,1,2026.8
2002,1,2,2039.4
2002,1,3,2048.6
2002,1,4,2065.1
2002,1,5,2061.4
2002,1,6,2058.4
2002,1,7,2080.7
2002,1,8,2084.6
2002,1,9,2115.7
2002,1,10,2128.4
2002,1,11,2107.6
2002,1,12,2120.5
2003,1,1,2125.9
2003,1,2,2206
2003,1,3,2184.1
2003,1,4,2172.3
2003,1,5,2190
2003,1,6,2205.7
2003,1,7,2209.5
2003,1,8,2188.9
2003,1,9,2202.1
2003,1,10,2235.4
2003,1,11,22775.2
2003,1,12,2312.3
2004,1,1,2382.4
2004,1,2,2395.4
2004,1,3,2392.2
2004,1,4,2400.5
2004,1,5,2421.2
2004,1,6,2441.7
2004,1,7,2466.7
2004,1,8,2473.1
2004,1,9,2493.7
2004,1,10,2540.9
2004,1,11,2602.7
2004,1,12,2564.8
2005,1,1,2563.7
2005,1,2,2565.6
2005,1,3,2578.2
2005,1,4,2706.4
2005,1,5,2666.3
2005,1,6,2669.5
2005,1,7,2690.8
2005,1,8,2699.4
2005,1,9,2709.3
2005,1,10,2749.6
2005,1,11,2798.2
2005,1,12,2794.8
2006,1,1,2810.1
2006,1,2,2812.4
2006,1,3,2833.7
2006,1,4,2847.2
2006,1,5,2954.7
2006,1,6,2968.7
2006,1,7,2970.7
2006,1,8,2987.7
2006,1,9,2992.5
2006,1,10,2999
2006,1,11,3029.1
2006,1,12,3046.4
2007,1,1,3046.1
2007,1,2,3081
2007,1,3,3093.3
2007,1,4,3119
2007,1,5,3115
2007,1,6,3181.7
2007,1,7,3218.2
2007,1,8,3254.6
2007,1,9,7217.3
2007,1,10,7438.5
2007,1,11,7786.5
2007,1,12,7713.9
2008,1,1,7776.9
2008,1,2,7874.4
2008,1,3,7926.8
2008,1,4,8029.6
2008,1,5,8331.3
2008,1,6,8636.4
2008,1,7,8687.4
2008,1,8,8674.9
2008,1,9,8617.4
2008,1,10,8726.5
2008,1,11,8857.4
2008,1,12,8818.4
1990,2,1,3620441.53
1990,2,2,3985819.78
1990,2,3,4697272.32
1990,2,4,6970149.47
1990,2,5,15164050.83
1990,2,6,24792166.13
1990,2,7,44788035.9
1990,2,8,73804684.27
1990,2,9,114849195.9
1990,2,10,170275987.4
1990,2,11,201933441.4
1990,2,12,279524387.8
1991,2,1,406.3075014
1991,2,2,548.0268921
1991,2,3,412.22
1991,2,4,464.89
1991,2,5,417.44
1991,2,6,426.97
1991,2,7,426.31
1991,2,8,415.34
1991,2,9,419.6
1991,2,10,434.14
1991,2,11,470.08
1991,2,12,457.9
1992,2,1,473.8
1992,2,2,463.63
1992,2,3,466.98
1992,2,4,468.572
1992,2,5,487.59
1992,2,6,478.23
1992,2,7,462.19
1992,2,8,457.97
1992,2,9,459.15
1992,2,10,489.18
1992,2,11,523.59
1992,2,12,508.37
1993,2,1,538.34
1993,2,2,542.53
1993,2,3,528.8
1993,2,4,525.13
1993,2,5,558.5
1993,2,6,584.44
1993,2,7,621.44
1993,2,8,603.37
1993,2,9,603
1993,2,10,631.1
1993,2,11,618.34
1993,2,12,587.85
1994,2,1,586.56
1994,2,2,594.19
1994,2,3,594.89
1994,2,4,610.28
1994,2,5,621.83
1994,2,6,628.62
1994,2,7,625.22
1994,2,8,637.69
1994,2,9,658.25
1994,2,10,683.12
1994,2,11,706.46
1994,2,12,680.89
1995,2,1,688.78
1995,2,2,587.1
1995,2,3,679.47
1995,2,4,678.28
1995,2,5,681.64
1995,2,6,697.58
1995,2,7,716.63
1995,2,8,695.63
1995,2,9,714.76
1995,2,10,759.99
1995,2,11,786.24
1995,2,12,750.27
1996,2,1,750.56
1996,2,2,7469.56
1996,2,3,753.23
1996,2,4,756.8
1996,2,5,790.63
1996,2,6,800.34
1996,2,7,826.69
1996,2,8,819.48
1996,2,9,839.46
1996,2,10,877.69
1996,2,11,876.04
1996,2,12,879.43
1997,2,1,870.85
1997,2,2,865.31
1997,2,3,875.43
1997,2,4,869.08
1997,2,5,871.15
1997,2,6,906.43
1997,2,7,928.39
1997,2,8,908.61
1997,2,9,904.47
1997,2,10,910.48
1997,2,11,921.1
1997,2,12,922.82
1998,2,1,927.57
1998,2,2,947.96
1998,2,3,975.49
1998,2,4,1000.89
1998,2,5,1019.37
1998,2,6,1050.63
1998,2,7,1010.19
1998,2,8,978.21
1998,2,9,964.84
1998,2,10,980.16
1998,2,11,1099.81
1998,2,12,1098.11
1999,2,1,1078.69
1999,2,2,1052.47
1999,2,3,1004.18
1999,2,4,998.93
1999,2,5,1015.52
1999,2,6,1021.84
1999,2,7,1037.44
1999,2,8,1041.1
1999,2,9,1036.04
1999,2,10,1069.19
1999,2,11,1087.65
1999,2,12,1073.99
2000,2,1,1067.23
2000,2,2,1063.71
2000,2,3,1061.8
2000,2,4,1066.91
2000,2,5,1071.06
2000,2,6,1061.56
2000,2,7,1050.41
2000,2,8,1054.7
2000,2,9,1068.38
2000,2,10,1097.57
2000,2,11,1116.04
2000,2,12,1136.11
2001,2,1,1140.69
2001,2,2,1146.18
2001,2,3,1147.2
2001,2,4,1148.57
2001,2,5,1161.53
2001,2,6,1171.39
2001,2,7,1171.7
2001,2,8,1173.43
2001,2,9,1166.05
2001,2,10,1192.35
2001,2,11,1222.92
2001,2,12,1200.25
2002,2,1,1214.1
2002,2,2,1225.74
2002,2,3,1229.45
2002,2,4,1239.62
2002,2,5,1233.03
2002,2,6,1223.94
2002,2,7,1246.13
2002,2,8,1245.98
2002,2,9,1265.71
2002,2,10,1271.45
2002,2,11,1249.22
2002,2,12,1260.29
2003,2,1,1256.32
2003,2,2,1279.07
2003,2,3,1248.68
2003,2,4,1245.91
2003,2,5,1266.13
2003,2,6,1268.63
2003,2,7,1269.88
2003,2,8,1248.03
2003,2,9,1257.97
2003,2,10,1289.94
2003,2,11,1323.15
2003,2,12,1341.2
2004,2,1,1366.59
2004,2,2,1374.43
2004,2,3,1375.52
2004,2,4,1384.95
2004,2,5,1399.01
2004,2,6,1412.4
2004,2,7,1433.91
2004,2,8,1429.74
2004,2,9,1443.91
2004,2,10,1485.7
2004,2,11,1537.88
2004,2,12,1504.43
2006,2,1,1687.2
2006,2,2,1691.64
2006,2,3,1719.01
2006,2,4,1728.02
2006,2,5,1733.86
2006,2,6,1740.32
2006,2,7,1732.84
2006,2,8,1740.78
2006,2,9,1745.48
2006,2,10,1758.61
2006,2,11,1796.96
2006,2,12,1852.71
2007,2,1,1876.22
2007,2,2,1908.96
2007,2,3,1910.58
2007,2,4,1925.3
2007,2,5,1909.4
2007,2,6,1967.78
2007,2,7,2001.62
2007,2,8,2030.15
2007,2,9,4198.49
2007,2,10,4398.64
2007,2,11,4730.59
2007,2,12,4647.2
2008,2,1,4690.47
2008,2,2,4775.5
2008,2,3,4820.74
2008,2,4,4903.4
2008,2,5,5179.3
2008,2,6,5451.97
2008,2,7,5469.58
2008,2,8,5444.04
2008,2,9,5391.37
2008,2,10,5509.17
2008,2,11,5672.63
2008,2,12,5650.69
1990,2,1,911282.07
1990,2,2,966118.52
1990,2,3,1016285.76
1990,2,4,1522489.69
1990,2,5,3510622.41
1990,2,6,8254902.85
1990,2,7,15072287.11
1990,2,8,28372747.18
1990,2,9,45179840.52
1990,2,10,58400875.14
1990,2,11,75828735.5
1990,2,12,114248824.8
1991,2,1,173.6270318
1991,2,2,248.4892622
1991,2,3,184.58
1991,2,4,226.4
1991,2,5,185.12
1991,2,6,160.58
1991,2,7,161.68
1991,2,8,160.66
1991,2,9,161.25
1991,2,10,174.7
1991,2,11,176.81
1991,2,12,176.42
1992,2,1,185.3
1992,2,2,185.69
1992,2,3,184.69
1992,2,4,184.032
1992,2,5,183.66
1992,2,6,185.46
1992,2,7,184.92
1992,2,8,184.08
1992,2,9,183.45
1992,2,10,186.865
1992,2,11,186.83
1992,2,12,186.38
1993,2,1,208.9
1993,2,2,219.7
1993,2,3,219.98
1993,2,4,219.97
1993,2,5,220.12
1993,2,6,222.37
1993,2,7,223.14
1993,2,8,229.54
1993,2,9,231.34
1993,2,10,230.99
1993,2,11,231.16
1993,2,12,231.74
1994,2,1,236.22
1994,2,2,236.72
1994,2,3,238.65
1994,2,4,239.74
1994,2,5,239.97
1994,2,6,247.77
1994,2,7,249.23
1994,2,8,253.53
1994,2,9,258.3
1994,2,10,260.32
1994,2,11,263.15
1994,2,12,263.88
1995,2,1,264.71
1995,2,2,266.96
1995,2,3,270.26
1995,2,4,271.31
1995,2,5,272
1995,2,6,275.54
1995,2,7,276.18
1995,2,8,276.89
1995,2,9,280.78
1995,2,10,282.42
1995,2,11,306.36
1995,2,12,208.22
1996,2,1,311.9
1996,2,2,314.99
1996,2,3,319.78
1996,2,4,320.26
1996,2,5,323.9
1996,2,6,327.51
1996,2,7,332.14
1996,2,8,334.4
1996,2,9,338.16
1996,2,10,343.23
1996,2,11,347.84
1996,2,12,354.66
1997,2,1,356.37
1997,2,2,418.07
1997,2,3,430.93
1997,2,4,433.42
1997,2,5,433.22
1997,2,6,432.55
1997,2,7,431.66
1997,2,8,434.01
1997,2,9,436.9
1997,2,10,440.53
1997,2,11,478.61
1997,2,12,479.16
1998,2,1,480.13
1998,2,2,484.1
1998,2,3,485.51
1998,2,4,487.18
1998,2,5,491.84
1998,2,6,493.96
1998,2,7,497.78
1998,2,8,500.35
1998,2,9,503.08
1998,2,10,507.24
1998,2,11,512.55
1998,2,12,514.83
1999,2,1,517.62
1999,2,2,527.33
1999,2,3,529.24
1999,2,4,531.69
1999,2,5,535.72
1999,2,6,537.95
1999,2,7,541.88
1999,2,8,562.94
1999,2,9,613.22
1999,2,10,615.92
1999,2,11,618.17
1999,2,12,631.33
2000,2,1,634.63
2000,2,2,645.95
2000,2,3,670.36
2000,2,4,687.74
2000,2,5,685.18
2000,2,6,690.18
2000,2,7,690.62
2000,2,8,692.8
2000,2,9,693.15
2000,2,10,697.36
2000,2,11,700.63
2000,2,12,702.85
2001,2,1,716.96
2001,2,2,712.55
2001,2,3,704.51
2001,2,4,703.87
2001,2,5,724.57
2001,2,6,711.71
2001,2,7,706.76
2001,2,8,707.05
2001,2,9,708.65
2001,2,10,709.51
2001,2,11,707.59
2001,2,12,706.08
2002,2,1,706.82
2002,2,2,707.35
2002,2,3,711.91
2002,2,4,718.06
2002,2,5,720.9
2002,2,6,727.14
2002,2,7,726.38
2002,2,8,728.2
2002,2,9,734.4
2002,2,10,738.96
2002,2,11,740.09
2002,2,12,741.19
2003,2,1,749.83
2003,2,2,805.21
2003,2,3,812.11
2003,2,4,801.96
2003,2,5,798.42
2003,2,6,809.84
2003,2,7,811.05
2003,2,8,811.38
2003,2,9,814.76
2003,2,10,815.43
2003,2,11,821.43
2003,2,12,839.97
2004,2,1,883.85
2004,2,2,888.41
2004,2,3,884.16
2004,2,4,882.77
2004,2,5,888.93
2004,2,6,894.95
2004,2,7,896.48
2004,2,8,906.4
2004,2,9,911.19
2004,2,10,915.42
2004,2,11,924.2
2004,2,12,918.37
2006,2,1,970.31
2006,2,2,967.43
2006,2,3,960.04
2006,2,4,964.44
2006,2,5,1063.76
2006,2,6,1069.56
2006,2,7,1077.79
2006,2,8,1085.81
2006,2,9,1083.66
2006,2,10,1076.45
2006,2,11,1065.86
2006,2,12,1026.81
2007,2,1,1001.4
2007,2,2,1002.6
2007,2,3,1010.4
2007,2,4,1019.3
2007,2,5,1030.8
2007,2,6,1038.3
2007,2,7,1039.8
2007,2,8,1045.8
2007,2,9,2331.31
2007,2,10,2347.77
2007,2,11,2351.36
2007,2,12,2366.34
2008,2,1,2375.33
2008,2,2,2380.47
2008,2,3,2384.76
2008,2,4,2400.24
2008,2,5,2420.09
2008,2,6,2442.53
2008,2,7,2470.2
2008,2,8,2472.94
2008,2,9,2464.37
2008,2,10,2457.2
2008,2,11,2403.28
2008,2,12,2375.31
1990,4,1,628377.8
1990,4,2,686891.42
1990,4,3,842031.89
1990,4,4,1170928.36
1990,4,5,2336106.19
1990,4,6,3620383.35
1990,4,7,5642305.93
1990,4,8,8716510.57
1990,4,9,14727020.14
1990,4,10,20285967.56
1990,4,11,24324241.65
1990,4,12,40801598.6
1991,4,1,57.038333213
1991,4,2,76.02451104
1991,4,3,71.62
1991,4,4,82.27
1991,4,5,58.98
1991,4,6,59.55
1991,4,7,62.16
1991,4,8,60.39
1991,4,9,61.3
1991,4,10,65.54
1991,4,11,65.54
1991,4,12,70.15
1992,4,1,72.042
1992,4,2,71.706
1992,4,3,73.096
1992,4,4,72.312
1992,4,5,73.45
1992,4,6,72.568
1992,4,7,72.57
1992,4,8,72.462
1992,4,9,70.46
1992,4,10,73.845
1992,4,11,75.02
1992,4,12,76.53
1993,4,1,82.54
1993,4,2,80.51
1993,4,3,79.12
1993,4,4,82.13
1993,4,5,81.49
1993,4,6,81.27
1993,4,7,83.91
1993,4,8,88.76
1993,4,9,83.64
1993,4,10,86.83
1993,4,11,87.18
1993,4,12,94.76
1994,4,1,90.63
1994,4,2,90.85
1994,4,3,90.21
1994,4,4,84.54
1994,4,5,84.2
1994,4,6,86.33
1994,4,7,84.69
1994,4,8,83.5
1994,4,9,82.21
1994,4,10,83.58
1994,4,11,85.26
1994,4,12,85.83
1995,4,1,86.25
1995,4,2,85.55
1995,4,3,86.37
1995,4,4,87.57
1995,4,5,87.49
1995,4,6,88.4
1995,4,7,89.29
1995,4,8,87.82
1995,4,9,89.86
1995,4,10,90.34
1995,4,11,88.79
1995,4,12,90.99
1996,4,1,92.97
1996,4,2,93.9
1996,4,3,93.23
1996,4,4,92.83
1996,4,5,94.76
1996,4,6,93.84
1996,4,7,92.64
1996,4,8,80.04
1996,4,9,71.41
1996,4,10,71.76
1996,4,11,70.93
1996,4,12,73.07
1997,4,1,73.08
1997,4,2,73.31
1997,4,3,74.74
1997,4,4,72.75
1997,4,5,72.38
1997,4,6,71.8
1997,4,7,72.46
1997,4,8,71.92
1997,4,9,72.2
1997,4,10,71.92
1997,4,11,72.87
1997,4,12,74.9
1998,4,1,74.94
1998,4,2,74.51
1998,4,3,74.6
1998,4,4,75.86
1998,4,5,74.93
1998,4,6,75.54
1998,4,7,75.73
1998,4,8,76.13
1998,4,9,79.01
1998,4,10,79.84
1998,4,11,82.92
1998,4,12,83.1
1999,4,1,84.37
1999,4,2,86.19
1999,4,3,85.96
1999,4,4,85.09
1999,4,5,86.03
1999,4,6,86.93
1999,4,7,87.51
1999,4,8,87.79
1999,4,9,89.4
1999,4,10,88.66
1999,4,11,90.29
1999,4,12,90.68
2000,4,1,91.08
2000,4,2,91.04
2000,4,3,91.78
2000,4,4,90.76
2000,4,5,91.92
2000,4,6,91.75
2000,4,7,92.22
2000,4,8,93.16
2000,4,9,93.2
2000,4,10,93.43
2000,4,11,94.62
2000,4,12,96.1
2001,4,1,95.81
2001,4,2,96.27
2001,4,3,96.06
2001,4,4,93.72
2001,4,5,99.99
2001,4,6,100.46
2001,4,7,100.25
2001,4,8,102.08
2001,4,9,101.58
2001,4,10,105.12
2001,4,11,103.21
2001,4,12,105.04
2002,4,1,105.84
2002,4,2,106.26
2002,4,3,107.25
2002,4,4,107.39
2002,4,5,107.43
2002,4,6,107.33
2002,4,7,108.14
2002,4,8,110.39
2002,4,9,115.58
2002,4,10,118
2002,4,11,118.25
2002,4,12,119.01
2003,4,1,119.79
2003,4,2,121.69
2003,4,3,123.29
2003,4,4,124.27
2003,4,5,125.45
2003,4,6,127.19
2003,4,7,128.59
2003,4,8,129.5
2003,4,9,129.33
2003,4,10,129.98
2003,4,11,130.62
2003,4,12,131.15
2004,4,1,131.93
2004,4,2,132.52
2004,4,3,132.48
2004,4,4,132.76
2004,4,5,133.21
2004,4,6,134.3
2004,4,7,136.3
2004,4,8,137
2004,4,9,138.62
2004,4,10,139.8
2004,4,11,140.57
2004,4,12,141.95
2006,4,1,152.6
2006,4,2,153.36
2006,4,3,145.62
2006,4,4,145.75
2006,4,5,157.07
2006,4,6,158.78
2006,4,7,160.06
2006,4,8,161.14
2006,4,9,163.36
2006,4,10,163.91
2006,4,11,166.06
2006,4,12,166.85
2007,4,1,168.4
2007,4,2,169.5
2007,4,3,172.3
2007,4,4,174.5
2007,4,5,174.8
2007,4,6,175.6
2007,4,7,176.8
2007,4,8,178.6
2007,4,9,687.5
2007,4,10,692.1
2007,4,11,704.5
2007,4,12,700.4
2008,4,1,710.6
2008,4,2,717.9
2008,4,3,720.8
2008,4,4,725.54
2008,4,5,731.36
2008,4,6,741.4
2008,4,7,747.2
2008,4,8,757.5
2008,4,9,761.1
2008,4,10,765.7
2008,4,11,781
2008,4,12,791.9
1990,5,1,2891830.83
1990,5,2,3089377.13
1990,5,3,3533153.18
1990,5,4,5657607.52
1990,5,5,12739285.74
1990,5,6,19983499.94
1990,5,7,36296024.42
1990,5,8,59623026.58
1990,5,9,87062596.88
1990,5,10,109217534.85
1990,5,11,140059828.3
1990,5,12,183467141.01
1991,5,1,268291245.04
1991,5,2,369342927.91
1991,5,3,1636903090.81
1991,5,4,332.78
1991,5,5,291.03
1991,5,6,294.6
1991,5,7,301.89
1991,5,8,312.88
1991,5,9,329.71
1991,5,10,339.06
1991,5,11,371.54
1991,5,12,347.66
1992,5,1,343.48
1992,5,2,346.77
1992,5,3,338.38
1992,5,4,338.31
1992,5,5,341.95
1992,5,6,339.41
1992,5,7,336.72
1992,5,8,340.24
1992,5,9,342.02
1992,5,10,353.52
1992,5,11,376.92
1992,5,12,363.61
1993,5,1,398.8
1993,5,2,398.23
1993,5,3,387.73
1993,5,4,384.81
1993,5,5,406.08
1993,5,6,426.81
1993,5,7,445.86
1993,5,8,449.61
1993,5,9,447.77
1993,5,10,480.8
1993,5,11,469.04
1993,5,12,433.93
1994,5,1,426.34
1994,5,2,423.03
1994,5,3,420.33
1994,5,4,440.8
1994,5,5,450.69
1994,5,6,466.51
1994,5,7,685.19
1994,5,8,515.13
1994,5,9,536.87
1994,5,10,540.69
1994,5,11,530.74
1994,5,12,507.31
1995,5,1,514.96
1995,5,2,513.87
1995,5,3,511.96
1995,5,4,512.74
1995,5,5,515.29
1995,5,6,523.83
1995,5,7,530.07
1995,5,8,528.73
1995,5,9,511.02
1995,5,10,577.45
1995,5,11,587.09
1995,5,12,572.23
1996,5,1,574.29
1996,5,2,578.74
1996,5,3,582.58
1996,5,4,592.99
1996,5,5,635.85
1996,5,6,653.22
1996,5,7,688.93
1996,5,8,703.16
1996,5,9,693.52
1996,5,10,709.35
1996,5,11,690.85
1996,5,12,680.73
1997,5,1,668.8
1997,5,2,666.3
1997,5,3,692.47
1997,5,4,696.32
1997,5,5,705.93
1997,5,6,747.81
1997,5,7,763.1
1997,5,8,744.54
1997,5,9,753.49
1997,5,10,744.71
1997,5,11,725.25
1997,5,12,708.32
1998,5,1,694.97
1998,5,2,723.68
1998,5,3,758.86
1998,5,4,779.36
1998,5,5,790.6
1998,5,6,830.78
1998,5,7,831.1
1998,5,8,810.45
1998,5,9,783.22
1998,5,10,772.82
1998,5,11,837.83
1998,5,12,846.6
1999,5,1,844
1999,5,2,824.74
1999,5,3,805.95
1999,5,4,808.34
1999,5,5,802.62
1999,5,6,817.48
1999,5,7,837.36
1999,5,8,829.12
1999,5,9,821.75
1999,5,10,829.84
1999,5,11,829.59
1999,5,12,829.89
2000,5,1,819.17
2000,5,2,818.21
2000,5,3,817.51
2000,5,4,819.18
2000,5,5,829.42
2000,5,6,829.32
2000,5,7,836.5
2000,5,8,841.03
2000,5,9,845.08
2000,5,10,850.11
2000,5,11,840.58
2000,5,12,834.42
2001,5,1,830.4
2001,5,2,833.09
2001,5,3,837.32
2001,5,4,845.93
2001,5,5,848.08
2001,5,6,856.52
2001,5,7,868.04
2001,5,8,870.3
2001,5,9,868.48
2001,5,10,887
2001,5,11,917.63
2001,5,12,902.82
2002,5,1,895.09
2002,5,2,890.58
2002,5,3,898.44
2002,5,4,908.18
2002,5,5,914.84
2002,5,6,921.92
2002,5,7,920.34
2002,5,8,909.38
2002,5,9,907.4
2002,5,10,917.61
2002,5,11,914.76
2002,5,12,900.59
2003,5,1,901.25
2003,5,2,900.54
2003,5,3,898.41
2003,5,4,897.67
2003,5,5,906.11
2003,5,6,917.48
2003,5,7,914.7
2003,5,8,913.58
2003,5,9,926.2
2003,5,10,946.32
2003,5,11,956.34
2003,5,12,955.77
2004,5,1,968.98
2004,5,2,974.33
2004,5,3,976.18
2004,5,4,990.15
2004,5,5,1013.45
2004,5,6,1030.13
2004,5,7,1071.88
2004,5,8,1082.61
2004,5,9,1101.28
2004,5,10,1135.15
2004,5,11,1179.29
2004,5,12,1116.07
2006,5,1,1227.47
2006,5,2,1228.67
2006,5,3,1239.78
2006,5,4,1254.65
2006,5,5,1264.41
2006,5,6,1275.87
2006,5,7,1282.08
2006,5,8,1288.44
2006,5,9,1298.39
2006,5,10,1316.78
2006,5,11,1326.93
2006,5,12,1344.93
